ダウンロードした時刻：2019/11/19 11:05:18,,,,,,,,,,,,,
,,,,,,,,,,,,,
,函館,函館,函館,函館,函館,函館,函館,函館,函館,函館,函館,函館,函館
年月日,平均気温(℃),平均気温(℃),平均気温(℃),最高気温(℃),最高気温(℃),最高気温(℃),最低気温(℃),最低気温(℃),最低気温(℃),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm),降雪量合計(cm)
,,,,,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,現象なし情報,品質情報,均質番号
2017/11/18,5.4,8,1,8.3,8,1,0.9,8,1,0,1,8,1
2017/11/19,-1.7,8,1,0.9,8,1,-5,8,1,9,0,8,1
2017/11/20,-2.4,8,1,0.5,8,1,-4.8,8,1,8,0,8,1
2017/11/21,-1.3,8,1,0.4,8,1,-3,8,1,0,1,8,1
2017/11/22,5.6,8,1,9.1,8,1,-1.6,8,1,0,1,8,1
2017/11/23,5,8,1,8.6,8,1,-0.6,8,1,0,1,8,1
2017/11/24,-1.1,8,1,0.9,8,1,-2.3,8,1,26,0,8,1
2017/11/25,-1.5,8,1,0.5,8,1,-3.3,8,1,9,0,8,1
2017/11/26,2,8,1,4.5,8,1,-1.8,8,1,1,0,8,1
2017/11/27,-1.1,8,1,2.3,8,1,-4.1,8,1,2,0,8,1
2017/11/28,5.2,8,1,10.8,8,1,-0.9,8,1,0,1,8,1
2017/11/29,7,8,1,12.7,8,1,-1.8,8,1,0,1,8,1
2017/11/30,-2.6,8,1,-1.3,8,1,-4.4,8,1,0,1,8,1
2017/12/1,-4.5,8,1,-1.9,8,1,-6.1,8,1,5,0,8,1
2017/12/2,-2.9,8,1,-0.4,8,1,-6.1,8,1,8,0,8,1
2017/12/3,1.3,8,1,5.4,8,1,-3.1,8,1,0,1,8,1
2017/12/4,1.1,8,1,4.3,8,1,-1.8,8,1,0,1,8,1
2017/12/5,-0.8,8,1,1.6,8,1,-3.7,8,1,6,0,8,1
2017/12/6,-4.1,8,1,-2.8,8,1,-5.8,8,1,17,0,8,1
2017/12/7,-3.1,8,1,-1.2,8,1,-5.9,8,1,0,1,8,1
2017/12/8,-3.4,8,1,-0.7,8,1,-7.8,8,1,5,0,8,1
2017/12/9,-4,8,1,-1.1,8,1,-7.7,8,1,6,0,8,1
2017/12/10,0.6,8,1,4.2,8,1,-3.6,8,1,0,1,8,1
2017/12/11,3.9,8,1,7.7,8,1,-2.2,8,1,0,1,8,1
2017/12/12,-3.5,8,1,-0.3,8,1,-5.1,8,1,37,0,8,1
2017/12/13,-2.4,8,1,-0.9,8,1,-4.5,8,1,6,0,8,1
2017/12/14,0.7,8,1,4.5,8,1,-3.1,8,1,0,1,8,1
2017/12/15,0.8,8,1,2.9,8,1,-2.8,8,1,0,1,8,1
2017/12/16,-0.9,8,1,1.7,8,1,-5.4,8,1,10,0,8,1
2017/12/17,-4.8,8,1,-2,8,1,-6.9,8,1,2,0,8,1
2017/12/18,-2.8,8,1,-0.6,8,1,-7.3,8,1,15,0,8,1
2017/12/19,-3.7,8,1,-1.5,8,1,-6,8,1,3,0,8,1
2017/12/20,-3.7,8,1,-1.5,8,1,-5.6,8,1,5,0,8,1
2017/12/21,0,8,1,3.4,8,1,-4.1,8,1,1,0,8,1
2017/12/22,2.8,8,1,5.9,8,1,0.8,8,1,0,1,8,1
2017/12/23,3,8,1,6.7,8,1,1.1,8,1,0,1,8,1
2017/12/24,3.6,8,1,7.7,8,1,-1.8,8,1,0,1,8,1
2017/12/25,2.1,8,1,8.9,8,1,-4.3,8,1,9,0,8,1
2017/12/26,-5.3,8,1,-3.2,8,1,-7.2,8,1,8,0,8,1
2017/12/27,-6.3,8,1,-5.3,8,1,-7.2,8,1,9,0,8,1
2017/12/28,-2.7,8,1,-1.2,8,1,-6.3,8,1,0,1,8,1
2017/12/29,-3.9,8,1,-2,8,1,-7.5,8,1,3,0,8,1
2017/12/30,-2.6,8,1,3.1,8,1,-7.9,8,1,0,1,8,1
2017/12/31,1.3,8,1,5.9,8,1,-5.2,8,1,0,1,8,1
2018/1/1,4.3,8,1,6.4,8,1,2.3,8,1,1,0,8,1
2018/1/2,1.6,8,1,4.7,8,1,-2.4,8,1,4,0,8,1
2018/1/3,-0.4,8,1,4.1,8,1,-5.6,8,1,1,0,8,1
2018/1/4,0.4,8,1,3.5,8,1,-1.6,8,1,0,1,8,1
2018/1/5,0.7,8,1,1.7,8,1,-0.7,8,1,0,1,8,1
2018/1/6,-0.6,8,1,1.8,8,1,-2.8,8,1,2,0,8,1
2018/1/7,-1.2,8,1,2.4,8,1,-5.7,8,1,2,0,8,1
2018/1/8,3.5,8,1,5.9,8,1,1.3,8,1,0,1,8,1
2018/1/9,3.9,8,1,6.9,8,1,-1,8,1,2,0,8,1
2018/1/10,-2.2,8,1,-0.1,8,1,-5.5,8,1,6,0,8,1
2018/1/11,-1.5,8,1,0.4,8,1,-3.7,8,1,1,0,8,1
2018/1/12,-2.1,8,1,1.4,8,1,-6.3,8,1,41,0,8,1
2018/1/13,-4.7,8,1,0.4,8,1,-9.4,8,1,0,1,8,1
2018/1/14,-3.3,8,1,0.3,8,1,-9.8,8,1,0,1,8,1
2018/1/15,2.2,8,1,4.8,8,1,-0.9,8,1,0,1,8,1
2018/1/16,0,8,1,1.3,8,1,-1.4,8,1,1,0,8,1
2018/1/17,1,8,1,3.7,8,1,-2.6,8,1,0,1,8,1
2018/1/18,3.1,8,1,6.3,8,1,-0.3,8,1,1,0,8,1
2018/1/19,-1.2,8,1,0.5,8,1,-4,8,1,0,1,8,1
2018/1/20,-0.9,8,1,1.6,8,1,-4.8,8,1,4,0,8,1
2018/1/21,-4.7,8,1,0.3,8,1,-9.1,8,1,3,0,8,1
2018/1/22,-5.1,8,1,-0.5,8,1,-10.3,8,1,2,0,8,1
2018/1/23,-0.1,8,1,3.5,8,1,-5.5,8,1,6,0,8,1
2018/1/24,-8.1,8,1,-4.9,8,1,-12.1,8,1,14,0,8,1
2018/1/25,-8.1,8,1,-4.3,8,1,-13.7,8,1,8,0,8,1
2018/1/26,-5.4,8,1,-1.3,8,1,-7.8,8,1,3,0,8,1
2018/1/27,-5.8,8,1,-1.5,8,1,-11,8,1,1,0,8,1
2018/1/28,-2.9,8,1,-1.3,8,1,-4.6,8,1,20,0,8,1
2018/1/29,-6.8,8,1,-4.1,8,1,-9.9,8,1,0,1,8,1
2018/1/30,-7.5,8,1,-4.9,8,1,-11.5,8,1,4,0,8,1
2018/1/31,-4.2,8,1,-0.8,8,1,-7.6,8,1,4,0,8,1
2018/2/1,-4.7,8,1,-0.8,8,1,-8.3,8,1,0,1,8,1
2018/2/2,-2.9,8,1,0.7,8,1,-9,8,1,2,0,8,1
2018/2/3,0.3,8,1,1.1,8,1,-1.9,8,1,3,0,8,1
2018/2/4,1.3,8,1,3.9,8,1,-0.1,8,1,18,0,8,1
2018/2/5,-0.5,8,1,1.9,8,1,-3.7,8,1,4,0,8,1
2018/2/6,-2.5,8,1,0.3,8,1,-6.5,8,1,21,0,8,1
2018/2/7,-3.7,8,1,0.1,8,1,-9.5,8,1,0,1,8,1
2018/2/8,-3.5,8,1,1.5,8,1,-7.7,8,1,1,0,8,1
2018/2/9,-2,8,1,1.7,8,1,-4.9,8,1,3,0,8,1
2018/2/10,2.3,8,1,4.2,8,1,-1.8,8,1,0,1,8,1
2018/2/11,-1.8,8,1,2.8,8,1,-7.2,8,1,4,0,8,1
2018/2/12,-8.2,8,1,-5.8,8,1,-9.4,8,1,18,0,8,1
2018/2/13,-7.3,8,1,-5.7,8,1,-9.3,8,1,10,0,8,1
2018/2/14,-2.9,8,1,-0.5,8,1,-7.4,8,1,11,0,8,1
2018/2/15,-4.1,8,1,-1.7,8,1,-5.6,8,1,6,0,8,1
2018/2/16,-3.1,8,1,0.5,8,1,-5.4,8,1,3,0,8,1
2018/2/17,-2.1,8,1,1.1,8,1,-5.5,8,1,10,0,8,1
2018/2/18,-4.9,8,1,-0.8,8,1,-9.5,8,1,0,1,8,1
2018/2/19,-4.5,8,1,-1.5,8,1,-8.8,8,1,7,0,8,1
2018/2/20,-5.1,8,1,-1.8,8,1,-10.1,8,1,8,0,8,1
2018/2/21,-6.2,8,1,-2.8,8,1,-9.3,8,1,0,1,8,1
2018/2/22,-4,8,1,0.9,8,1,-11.9,8,1,0,1,8,1
2018/2/23,0.1,8,1,4.1,8,1,-3.5,8,1,10,0,8,1
2018/2/24,-4.3,8,1,-1.1,8,1,-7.8,8,1,1,0,8,1
2018/2/25,-5.5,8,1,-2.8,8,1,-9.1,8,1,2,0,8,1
2018/2/26,-4.7,8,1,-0.3,8,1,-8.9,8,1,0,1,8,1
2018/2/27,-4,8,1,0.7,8,1,-11.4,8,1,1,0,8,1
2018/2/28,-2,8,1,2.1,8,1,-7.2,8,1,0,1,8,1
2018/3/1,2.3,8,1,4.2,8,1,0,8,1,1,0,8,1
2018/3/2,-1.4,8,1,3.5,8,1,-3.2,8,1,12,0,8,1
2018/3/3,3.2,8,1,6.7,8,1,-0.8,8,1,0,1,8,1
2018/3/4,5.4,8,1,7.5,8,1,1.6,8,1,0,1,8,1
2018/3/5,-1.2,8,1,1.7,8,1,-3.2,8,1,8,0,8,1
2018/3/6,-5.1,8,1,-0.8,8,1,-9.2,8,1,3,0,8,1
2018/3/7,-4,8,1,-0.2,8,1,-7.8,8,1,0,1,8,1
2018/3/8,3.8,8,1,6,8,1,-2.1,8,1,0,1,8,1
2018/3/9,4.7,8,1,7.8,8,1,0.9,8,1,0,1,8,1
2018/3/10,1,8,1,4.7,8,1,-2,8,1,0,1,8,1
2018/3/11,1.1,8,1,3.3,8,1,-2.3,8,1,2,0,8,1
2018/3/12,1.4,8,1,3.9,8,1,-1,8,1,0,1,8,1
2018/3/13,4.9,8,1,9.5,8,1,-1.6,8,1,0,1,8,1
2018/3/14,6.3,8,1,10,8,1,1.7,8,1,0,1,8,1
2018/3/15,8.2,8,1,13.6,8,1,3.2,8,1,0,1,8,1
2018/3/16,0.7,8,1,3.3,8,1,-3.4,8,1,0,1,8,1
2018/3/17,-0.3,8,1,4,8,1,-6.2,8,1,0,1,8,1
2018/3/18,4.5,8,1,8.2,8,1,-0.4,8,1,0,1,8,1
2018/3/19,3.2,8,1,7.5,8,1,-2.4,8,1,0,1,8,1
2018/3/20,-1,8,1,3,8,1,-4.7,8,1,0,1,8,1
2018/3/21,0.2,8,1,4.4,8,1,-6.1,8,1,0,1,8,1
2018/3/22,3.3,8,1,5.1,8,1,0.9,8,1,0,1,8,1
2018/3/23,4.3,8,1,8.4,8,1,0.9,8,1,0,1,8,1
2018/3/24,5.5,8,1,9.5,8,1,-0.1,8,1,0,1,8,1
2018/3/25,7.3,8,1,11.5,8,1,4.1,8,1,0,1,8,1
2018/3/26,8.5,8,1,13.8,8,1,2.5,8,1,0,1,8,1
2018/3/27,7.2,8,1,13.2,8,1,1.6,8,1,0,1,8,1
2018/3/28,11,8,1,16.6,8,1,4.4,8,1,0,1,8,1
2018/3/29,9,8,1,14.5,8,1,2.7,8,1,0,1,8,1
2018/3/30,4.7,8,1,10,8,1,-0.5,8,1,0,1,8,1
2018/3/31,6.7,8,1,12.3,8,1,0.5,8,1,0,1,8,1
2018/4/1,6.2,8,1,10.1,8,1,4.2,8,1,0,1,8,1
2018/4/2,5.9,8,1,7.6,8,1,4.1,8,1,0,1,8,1
2018/4/3,9.1,8,1,13.8,8,1,5.2,8,1,0,1,8,1
2018/4/4,3.7,8,1,7.2,8,1,1.5,8,1,0,1,8,1
2018/4/5,3.1,8,1,6.2,8,1,0,8,1,0,1,8,1
2018/4/6,2,8,1,3.1,8,1,1,8,1,0,1,8,1
2018/4/7,3.1,8,1,6.2,8,1,1,8,1,0,1,8,1
2018/4/8,3.9,8,1,8.4,8,1,0.1,8,1,0,1,8,1
2018/4/9,4.1,8,1,9.4,8,1,0,8,1,0,1,8,1
2018/4/10,5.8,8,1,11.4,8,1,-0.8,8,1,0,1,8,1
2018/4/11,9,8,1,13.6,8,1,5.8,8,1,0,1,8,1
2018/4/12,8.8,8,1,14.7,8,1,3.9,8,1,0,1,8,1
2018/4/13,5.6,8,1,10,8,1,1.8,8,1,0,1,8,1
2018/4/14,5.2,8,1,9.2,8,1,0.3,8,1,0,1,8,1
2018/4/15,6.1,8,1,8.1,8,1,4.6,8,1,0,1,8,1
2018/4/16,6.7,8,1,11.2,8,1,3.5,8,1,0,1,8,1
2018/4/17,8.8,8,1,13.9,8,1,4,8,1,0,1,8,1
2018/4/18,8.9,8,1,14.3,8,1,2.8,8,1,0,1,8,1
2018/4/19,11.3,8,1,15.1,8,1,6.4,8,1,0,1,8,1
2018/4/20,11.8,8,1,18,8,1,8,8,1,0,1,8,1
2018/4/21,14.2,8,1,20.9,8,1,9.1,8,1,0,1,8,1
2018/4/22,11.6,8,1,17.7,8,1,7,8,1,0,1,8,1
2018/4/23,9.2,8,1,13.9,8,1,4.1,8,1,0,1,8,1
2018/4/24,8.2,8,1,9,8,1,7.4,8,1,0,1,8,1
2018/4/25,7.9,8,1,9.2,8,1,6.6,8,1,0,1,8,1
2018/4/26,10.4,8,1,15.1,8,1,6.8,8,1,0,1,8,1
2018/4/27,9.8,8,1,15.8,8,1,4.6,8,1,0,1,8,1
2018/4/28,8.8,8,1,14.6,8,1,1.1,8,1,0,1,8,1
2018/4/29,14.4,8,1,20.4,8,1,6.2,8,1,0,1,8,1
2018/4/30,16.9,8,1,22.7,8,1,10.2,8,1,0,1,8,1
2018/5/1,13.7,8,1,18.6,8,1,9.2,8,1,0,1,8,1
2018/5/2,10.1,8,1,14.5,8,1,7.8,8,1,0,1,8,1
2018/5/3,9.9,8,1,12.4,8,1,7.8,8,1,0,1,8,1
2018/5/4,9.8,8,1,13.6,8,1,7.2,8,1,0,1,8,1
2018/5/5,8.5,8,1,11.4,8,1,6.4,8,1,0,1,8,1
2018/5/6,9,8,1,11.2,8,1,5.8,8,1,0,1,8,1
2018/5/7,10.9,8,1,15.9,8,1,5.8,8,1,0,1,8,1
2018/5/8,8.8,8,1,12.5,8,1,6.2,8,1,0,1,8,1
2018/5/9,7.2,8,1,8.8,8,1,5.8,8,1,0,1,8,1
2018/5/10,8.5,8,1,11.2,8,1,6.1,8,1,0,1,8,1
2018/5/11,11.5,8,1,15.8,8,1,7.6,8,1,0,1,8,1
2018/5/12,13.7,8,1,19.3,8,1,6.7,8,1,0,1,8,1
2018/5/13,13.4,8,1,16.6,8,1,10.9,8,1,0,1,8,1
2018/5/14,13.5,8,1,19.5,8,1,10,8,1,0,1,8,1
2018/5/15,15,8,1,21.7,8,1,9.1,8,1,0,1,8,1
2018/5/16,17.9,8,1,24.3,8,1,11.6,8,1,0,1,8,1
2018/5/17,15.7,8,1,19.1,8,1,13,8,1,0,1,8,1
2018/5/18,8.4,8,1,13,8,1,6.5,8,1,0,1,8,1
2018/5/19,8.7,8,1,10.3,8,1,6.9,8,1,0,1,8,1
2018/5/20,13.5,8,1,20.7,8,1,4.9,8,1,0,1,8,1
2018/5/21,14.2,8,1,20.7,8,1,7.6,8,1,0,1,8,1
2018/5/22,15.7,8,1,23,8,1,9.4,8,1,0,1,8,1
2018/5/23,15.5,8,1,22,8,1,10.4,8,1,0,1,8,1
2018/5/24,15.2,8,1,19.6,8,1,11.7,8,1,0,1,8,1
2018/5/25,14,8,1,18.9,8,1,10.4,8,1,0,1,8,1
2018/5/26,13.3,8,1,18.9,8,1,7,8,1,0,1,8,1
2018/5/27,12.1,8,1,16,8,1,6.9,8,1,0,1,8,1
2018/5/28,13.7,8,1,18.1,8,1,9.7,8,1,0,1,8,1
2018/5/29,14.6,8,1,21,8,1,8.2,8,1,0,1,8,1
2018/5/30,15.9,8,1,21.7,8,1,11.8,8,1,0,1,8,1
2018/5/31,16.7,8,1,22.6,8,1,13.8,8,1,0,1,8,1
2018/6/1,16.1,8,1,21,8,1,11.4,8,1,0,1,8,1
2018/6/2,15.9,8,1,19.9,8,1,11.2,8,1,0,1,8,1
2018/6/3,18.3,8,1,25.3,8,1,12.6,8,1,0,1,8,1
2018/6/4,19.3,8,1,25.2,8,1,12.4,8,1,0,1,8,1
2018/6/5,17.9,8,1,24.8,8,1,14.7,8,1,0,1,8,1
2018/6/6,19.3,8,1,26,8,1,14.1,8,1,0,1,8,1
2018/6/7,19.5,8,1,24.5,8,1,13.4,8,1,0,1,8,1
2018/6/8,18.4,8,1,20.7,8,1,16.4,8,1,0,1,8,1
2018/6/9,12.8,8,1,16.5,8,1,8.9,8,1,0,1,8,1
2018/6/10,12.7,8,1,16.6,8,1,7.4,8,1,0,1,8,1
2018/6/11,13.7,8,1,14.8,8,1,12.3,8,1,0,1,8,1
2018/6/12,12.1,8,1,14.4,8,1,10.7,8,1,0,1,8,1
2018/6/13,11.6,8,1,15,8,1,9.1,8,1,0,1,8,1
2018/6/14,12.2,8,1,16.9,8,1,8.1,8,1,0,1,8,1
2018/6/15,11.8,8,1,16.5,8,1,6.4,8,1,0,1,8,1
2018/6/16,12.1,8,1,16.7,8,1,9.9,8,1,0,1,8,1
2018/6/17,12.4,8,1,15.5,8,1,10,8,1,0,1,8,1
2018/6/18,15.4,8,1,19.7,8,1,12.1,8,1,0,1,8,1
2018/6/19,17,8,1,24.3,8,1,11.7,8,1,0,1,8,1
2018/6/20,17.2,5,1,20.2,5,1,15.5,8,1,0,1,8,1
2018/6/21,16.2,8,1,17.8,8,1,15.1,8,1,0,1,8,1
2018/6/22,18.2,8,1,22.7,8,1,15,8,1,0,1,8,1
2018/6/23,20,8,1,24.9,8,1,13.4,8,1,0,1,8,1
2018/6/24,18.4,8,1,23.2,8,1,14.6,8,1,0,1,8,1
2018/6/25,16.2,8,1,21.5,8,1,11.2,8,1,0,1,8,1
2018/6/26,14.8,8,1,18.1,8,1,9.9,8,1,0,1,8,1
2018/6/27,17.4,8,1,20.9,8,1,14,8,1,0,1,8,1
2018/6/28,19.4,8,1,23.6,8,1,16.7,8,1,0,1,8,1
2018/6/29,20.4,8,1,22.5,8,1,18.8,8,1,0,1,8,1
2018/6/30,21.7,8,1,25.7,8,1,18.7,8,1,0,1,8,1
2018/7/1,21,8,1,23.9,8,1,19.3,8,1,0,1,8,1
